RepRapFirmware height map file v2 generated at 2022-03-25 19:05, min error -0.079, max error 0.025, mean -0.023, deviation 0.030
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,270.00,30.00,270.00,-1.00,40.00,40.00,7,7
 -0.071, -0.046, -0.002,  0.008,  0.008, -0.012, -0.067
 -0.071, -0.042,  0.010,  0.017,  0.013, -0.012, -0.054
 -0.079, -0.046,  0.000,  0.004, -0.004, -0.025, -0.062
 -0.067, -0.046, -0.004,  0.008,  0.000, -0.012, -0.050
 -0.058, -0.037,  0.000,  0.021,  0.008, -0.012, -0.050
 -0.054, -0.037, -0.004,  0.010,  0.013,  0.025, -0.040
 -0.067, -0.048, -0.017,  0.000,  0.008, -0.012, -0.062
