RepRapFirmware height map file v2 generated at 2021-12-11 17:44, min error -0.033, max error 0.019, mean -0.004, deviation 0.013
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,270.00,30.00,270.00,-1.00,40.00,40.00,7,7
 -0.013, -0.017,  0.008,  0.012,  0.019,  0.008, -0.013
 -0.021, -0.017,  0.008,  0.012,  0.012,  0.008, -0.008
 -0.033, -0.029, -0.008,  0.000, -0.004, -0.008, -0.013
 -0.025, -0.029, -0.008, -0.004,  0.000,  0.000,  0.000
 -0.013, -0.025, -0.013,  0.000,  0.004,  0.008,  0.000
 -0.004, -0.017, -0.008,  0.004,  0.017,  0.017, -0.004
 -0.004, -0.017, -0.013,  0.000,  0.015,  0.012, -0.013
